speaker_id,session,utt_id,expected_output,candidate_alignment_files
F01,Session1,13,F01_Session1_0013.npy,data/forced_alignments/F01/Session1/wav_headMic/0013.TextGrid|data/forced_alignments/F01/Session1/0013.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/13.TextGrid|data/forced_alignments/F01/Session1/13.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0013.TextGrid
F01,Session1,14,F01_Session1_0014.npy,data/forced_alignments/F01/Session1/wav_headMic/0014.TextGrid|data/forced_alignments/F01/Session1/0014.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/14.TextGrid|data/forced_alignments/F01/Session1/14.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0014.TextGrid
F01,Session1,15,F01_Session1_0015.npy,data/forced_alignments/F01/Session1/wav_headMic/0015.TextGrid|data/forced_alignments/F01/Session1/0015.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/15.TextGrid|data/forced_alignments/F01/Session1/15.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0015.TextGrid
F01,Session1,16,F01_Session1_0016.npy,data/forced_alignments/F01/Session1/wav_headMic/0016.TextGrid|data/forced_alignments/F01/Session1/0016.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/16.TextGrid|data/forced_alignments/F01/Session1/16.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0016.TextGrid
F01,Session1,17,F01_Session1_0017.npy,data/forced_alignments/F01/Session1/wav_headMic/0017.TextGrid|data/forced_alignments/F01/Session1/0017.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/17.TextGrid|data/forced_alignments/F01/Session1/17.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0017.TextGrid
F01,Session1,18,F01_Session1_0018.npy,data/forced_alignments/F01/Session1/wav_headMic/0018.TextGrid|data/forced_alignments/F01/Session1/0018.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/18.TextGrid|data/forced_alignments/F01/Session1/18.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0018.TextGrid
F01,Session1,19,F01_Session1_0019.npy,data/forced_alignments/F01/Session1/wav_headMic/0019.TextGrid|data/forced_alignments/F01/Session1/0019.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/19.TextGrid|data/forced_alignments/F01/Session1/19.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0019.TextGrid
F01,Session1,20,F01_Session1_0020.npy,data/forced_alignments/F01/Session1/wav_headMic/0020.TextGrid|data/forced_alignments/F01/Session1/0020.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/20.TextGrid|data/forced_alignments/F01/Session1/20.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0020.TextGrid
F01,Session1,21,F01_Session1_0021.npy,data/forced_alignments/F01/Session1/wav_headMic/0021.TextGrid|data/forced_alignments/F01/Session1/0021.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/21.TextGrid|data/forced_alignments/F01/Session1/21.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0021.TextGrid
F01,Session1,22,F01_Session1_0022.npy,data/forced_alignments/F01/Session1/wav_headMic/0022.TextGrid|data/forced_alignments/F01/Session1/0022.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/22.TextGrid|data/forced_alignments/F01/Session1/22.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0022.TextGrid
F01,Session1,23,F01_Session1_0023.npy,data/forced_alignments/F01/Session1/wav_headMic/0023.TextGrid|data/forced_alignments/F01/Session1/0023.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/23.TextGrid|data/forced_alignments/F01/Session1/23.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0023.TextGrid
F01,Session1,24,F01_Session1_0024.npy,data/forced_alignments/F01/Session1/wav_headMic/0024.TextGrid|data/forced_alignments/F01/Session1/0024.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/24.TextGrid|data/forced_alignments/F01/Session1/24.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0024.TextGrid
F01,Session1,25,F01_Session1_0025.npy,data/forced_alignments/F01/Session1/wav_headMic/0025.TextGrid|data/forced_alignments/F01/Session1/0025.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/25.TextGrid|data/forced_alignments/F01/Session1/25.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0025.TextGrid
F01,Session1,26,F01_Session1_0026.npy,data/forced_alignments/F01/Session1/wav_headMic/0026.TextGrid|data/forced_alignments/F01/Session1/0026.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/26.TextGrid|data/forced_alignments/F01/Session1/26.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0026.TextGrid
F01,Session1,27,F01_Session1_0027.npy,data/forced_alignments/F01/Session1/wav_headMic/0027.TextGrid|data/forced_alignments/F01/Session1/0027.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/27.TextGrid|data/forced_alignments/F01/Session1/27.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0027.TextGrid
F01,Session1,28,F01_Session1_0028.npy,data/forced_alignments/F01/Session1/wav_headMic/0028.TextGrid|data/forced_alignments/F01/Session1/0028.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/28.TextGrid|data/forced_alignments/F01/Session1/28.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0028.TextGrid
F01,Session1,29,F01_Session1_0029.npy,data/forced_alignments/F01/Session1/wav_headMic/0029.TextGrid|data/forced_alignments/F01/Session1/0029.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/29.TextGrid|data/forced_alignments/F01/Session1/29.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0029.TextGrid
F01,Session1,30,F01_Session1_0030.npy,data/forced_alignments/F01/Session1/wav_headMic/0030.TextGrid|data/forced_alignments/F01/Session1/0030.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/30.TextGrid|data/forced_alignments/F01/Session1/30.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0030.TextGrid
F01,Session1,31,F01_Session1_0031.npy,data/forced_alignments/F01/Session1/wav_headMic/0031.TextGrid|data/forced_alignments/F01/Session1/0031.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/31.TextGrid|data/forced_alignments/F01/Session1/31.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0031.TextGrid
F01,Session1,32,F01_Session1_0032.npy,data/forced_alignments/F01/Session1/wav_headMic/0032.TextGrid|data/forced_alignments/F01/Session1/0032.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/32.TextGrid|data/forced_alignments/F01/Session1/32.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0032.TextGrid
F01,Session1,33,F01_Session1_0033.npy,data/forced_alignments/F01/Session1/wav_headMic/0033.TextGrid|data/forced_alignments/F01/Session1/0033.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/33.TextGrid|data/forced_alignments/F01/Session1/33.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0033.TextGrid
F01,Session1,34,F01_Session1_0034.npy,data/forced_alignments/F01/Session1/wav_headMic/0034.TextGrid|data/forced_alignments/F01/Session1/0034.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/34.TextGrid|data/forced_alignments/F01/Session1/34.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0034.TextGrid
F01,Session1,35,F01_Session1_0035.npy,data/forced_alignments/F01/Session1/wav_headMic/0035.TextGrid|data/forced_alignments/F01/Session1/0035.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/35.TextGrid|data/forced_alignments/F01/Session1/35.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0035.TextGrid
F01,Session1,36,F01_Session1_0036.npy,data/forced_alignments/F01/Session1/wav_headMic/0036.TextGrid|data/forced_alignments/F01/Session1/0036.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/36.TextGrid|data/forced_alignments/F01/Session1/36.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0036.TextGrid
F01,Session1,37,F01_Session1_0037.npy,data/forced_alignments/F01/Session1/wav_headMic/0037.TextGrid|data/forced_alignments/F01/Session1/0037.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/37.TextGrid|data/forced_alignments/F01/Session1/37.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0037.TextGrid
F01,Session1,38,F01_Session1_0038.npy,data/forced_alignments/F01/Session1/wav_headMic/0038.TextGrid|data/forced_alignments/F01/Session1/0038.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/38.TextGrid|data/forced_alignments/F01/Session1/38.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0038.TextGrid
F01,Session1,39,F01_Session1_0039.npy,data/forced_alignments/F01/Session1/wav_headMic/0039.TextGrid|data/forced_alignments/F01/Session1/0039.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/39.TextGrid|data/forced_alignments/F01/Session1/39.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0039.TextGrid
F01,Session1,40,F01_Session1_0040.npy,data/forced_alignments/F01/Session1/wav_headMic/0040.TextGrid|data/forced_alignments/F01/Session1/0040.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/40.TextGrid|data/forced_alignments/F01/Session1/40.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0040.TextGrid
F01,Session1,41,F01_Session1_0041.npy,data/forced_alignments/F01/Session1/wav_headMic/0041.TextGrid|data/forced_alignments/F01/Session1/0041.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/41.TextGrid|data/forced_alignments/F01/Session1/41.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0041.TextGrid
F01,Session1,42,F01_Session1_0042.npy,data/forced_alignments/F01/Session1/wav_headMic/0042.TextGrid|data/forced_alignments/F01/Session1/0042.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/42.TextGrid|data/forced_alignments/F01/Session1/42.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0042.TextGrid
F01,Session1,43,F01_Session1_0043.npy,data/forced_alignments/F01/Session1/wav_headMic/0043.TextGrid|data/forced_alignments/F01/Session1/0043.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/43.TextGrid|data/forced_alignments/F01/Session1/43.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0043.TextGrid
F01,Session1,44,F01_Session1_0044.npy,data/forced_alignments/F01/Session1/wav_headMic/0044.TextGrid|data/forced_alignments/F01/Session1/0044.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/44.TextGrid|data/forced_alignments/F01/Session1/44.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0044.TextGrid
F01,Session1,45,F01_Session1_0045.npy,data/forced_alignments/F01/Session1/wav_headMic/0045.TextGrid|data/forced_alignments/F01/Session1/0045.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/45.TextGrid|data/forced_alignments/F01/Session1/45.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0045.TextGrid
F01,Session1,46,F01_Session1_0046.npy,data/forced_alignments/F01/Session1/wav_headMic/0046.TextGrid|data/forced_alignments/F01/Session1/0046.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/46.TextGrid|data/forced_alignments/F01/Session1/46.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0046.TextGrid
F01,Session1,47,F01_Session1_0047.npy,data/forced_alignments/F01/Session1/wav_headMic/0047.TextGrid|data/forced_alignments/F01/Session1/0047.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/47.TextGrid|data/forced_alignments/F01/Session1/47.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0047.TextGrid
F01,Session1,48,F01_Session1_0048.npy,data/forced_alignments/F01/Session1/wav_headMic/0048.TextGrid|data/forced_alignments/F01/Session1/0048.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/48.TextGrid|data/forced_alignments/F01/Session1/48.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0048.TextGrid
F01,Session1,49,F01_Session1_0049.npy,data/forced_alignments/F01/Session1/wav_headMic/0049.TextGrid|data/forced_alignments/F01/Session1/0049.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/49.TextGrid|data/forced_alignments/F01/Session1/49.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0049.TextGrid
F01,Session1,50,F01_Session1_0050.npy,data/forced_alignments/F01/Session1/wav_headMic/0050.TextGrid|data/forced_alignments/F01/Session1/0050.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/50.TextGrid|data/forced_alignments/F01/Session1/50.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0050.TextGrid
F01,Session1,51,F01_Session1_0051.npy,data/forced_alignments/F01/Session1/wav_headMic/0051.TextGrid|data/forced_alignments/F01/Session1/0051.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/51.TextGrid|data/forced_alignments/F01/Session1/51.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0051.TextGrid
F01,Session1,52,F01_Session1_0052.npy,data/forced_alignments/F01/Session1/wav_headMic/0052.TextGrid|data/forced_alignments/F01/Session1/0052.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/52.TextGrid|data/forced_alignments/F01/Session1/52.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0052.TextGrid
F01,Session1,53,F01_Session1_0053.npy,data/forced_alignments/F01/Session1/wav_headMic/0053.TextGrid|data/forced_alignments/F01/Session1/0053.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/53.TextGrid|data/forced_alignments/F01/Session1/53.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0053.TextGrid
F01,Session1,54,F01_Session1_0054.npy,data/forced_alignments/F01/Session1/wav_headMic/0054.TextGrid|data/forced_alignments/F01/Session1/0054.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/54.TextGrid|data/forced_alignments/F01/Session1/54.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0054.TextGrid
F01,Session1,55,F01_Session1_0055.npy,data/forced_alignments/F01/Session1/wav_headMic/0055.TextGrid|data/forced_alignments/F01/Session1/0055.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/55.TextGrid|data/forced_alignments/F01/Session1/55.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0055.TextGrid
F01,Session1,56,F01_Session1_0056.npy,data/forced_alignments/F01/Session1/wav_headMic/0056.TextGrid|data/forced_alignments/F01/Session1/0056.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/56.TextGrid|data/forced_alignments/F01/Session1/56.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0056.TextGrid
F01,Session1,57,F01_Session1_0057.npy,data/forced_alignments/F01/Session1/wav_headMic/0057.TextGrid|data/forced_alignments/F01/Session1/0057.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/57.TextGrid|data/forced_alignments/F01/Session1/57.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0057.TextGrid
F01,Session1,58,F01_Session1_0058.npy,data/forced_alignments/F01/Session1/wav_headMic/0058.TextGrid|data/forced_alignments/F01/Session1/0058.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/58.TextGrid|data/forced_alignments/F01/Session1/58.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0058.TextGrid
F01,Session1,59,F01_Session1_0059.npy,data/forced_alignments/F01/Session1/wav_headMic/0059.TextGrid|data/forced_alignments/F01/Session1/0059.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/59.TextGrid|data/forced_alignments/F01/Session1/59.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0059.TextGrid
F01,Session1,60,F01_Session1_0060.npy,data/forced_alignments/F01/Session1/wav_headMic/0060.TextGrid|data/forced_alignments/F01/Session1/0060.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/60.TextGrid|data/forced_alignments/F01/Session1/60.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0060.TextGrid
F01,Session1,61,F01_Session1_0061.npy,data/forced_alignments/F01/Session1/wav_headMic/0061.TextGrid|data/forced_alignments/F01/Session1/0061.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/61.TextGrid|data/forced_alignments/F01/Session1/61.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0061.TextGrid
F01,Session1,62,F01_Session1_0062.npy,data/forced_alignments/F01/Session1/wav_headMic/0062.TextGrid|data/forced_alignments/F01/Session1/0062.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/62.TextGrid|data/forced_alignments/F01/Session1/62.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0062.TextGrid
F01,Session1,63,F01_Session1_0063.npy,data/forced_alignments/F01/Session1/wav_headMic/0063.TextGrid|data/forced_alignments/F01/Session1/0063.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/63.TextGrid|data/forced_alignments/F01/Session1/63.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0063.TextGrid
F01,Session1,64,F01_Session1_0064.npy,data/forced_alignments/F01/Session1/wav_headMic/0064.TextGrid|data/forced_alignments/F01/Session1/0064.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/64.TextGrid|data/forced_alignments/F01/Session1/64.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0064.TextGrid
F01,Session1,65,F01_Session1_0065.npy,data/forced_alignments/F01/Session1/wav_headMic/0065.TextGrid|data/forced_alignments/F01/Session1/0065.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/65.TextGrid|data/forced_alignments/F01/Session1/65.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0065.TextGrid
F01,Session1,66,F01_Session1_0066.npy,data/forced_alignments/F01/Session1/wav_headMic/0066.TextGrid|data/forced_alignments/F01/Session1/0066.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/66.TextGrid|data/forced_alignments/F01/Session1/66.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0066.TextGrid
F01,Session1,67,F01_Session1_0067.npy,data/forced_alignments/F01/Session1/wav_headMic/0067.TextGrid|data/forced_alignments/F01/Session1/0067.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/67.TextGrid|data/forced_alignments/F01/Session1/67.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0067.TextGrid
F01,Session1,68,F01_Session1_0068.npy,data/forced_alignments/F01/Session1/wav_headMic/0068.TextGrid|data/forced_alignments/F01/Session1/0068.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/68.TextGrid|data/forced_alignments/F01/Session1/68.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0068.TextGrid
F01,Session1,69,F01_Session1_0069.npy,data/forced_alignments/F01/Session1/wav_headMic/0069.TextGrid|data/forced_alignments/F01/Session1/0069.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/69.TextGrid|data/forced_alignments/F01/Session1/69.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0069.TextGrid
F01,Session1,70,F01_Session1_0070.npy,data/forced_alignments/F01/Session1/wav_headMic/0070.TextGrid|data/forced_alignments/F01/Session1/0070.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/70.TextGrid|data/forced_alignments/F01/Session1/70.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0070.TextGrid
F01,Session1,71,F01_Session1_0071.npy,data/forced_alignments/F01/Session1/wav_headMic/0071.TextGrid|data/forced_alignments/F01/Session1/0071.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/71.TextGrid|data/forced_alignments/F01/Session1/71.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0071.TextGrid
F01,Session1,72,F01_Session1_0072.npy,data/forced_alignments/F01/Session1/wav_headMic/0072.TextGrid|data/forced_alignments/F01/Session1/0072.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/72.TextGrid|data/forced_alignments/F01/Session1/72.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0072.TextGrid
F01,Session1,73,F01_Session1_0073.npy,data/forced_alignments/F01/Session1/wav_headMic/0073.TextGrid|data/forced_alignments/F01/Session1/0073.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/73.TextGrid|data/forced_alignments/F01/Session1/73.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0073.TextGrid
F01,Session1,74,F01_Session1_0074.npy,data/forced_alignments/F01/Session1/wav_headMic/0074.TextGrid|data/forced_alignments/F01/Session1/0074.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/74.TextGrid|data/forced_alignments/F01/Session1/74.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0074.TextGrid
F01,Session1,75,F01_Session1_0075.npy,data/forced_alignments/F01/Session1/wav_headMic/0075.TextGrid|data/forced_alignments/F01/Session1/0075.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/75.TextGrid|data/forced_alignments/F01/Session1/75.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0075.TextGrid
F01,Session1,76,F01_Session1_0076.npy,data/forced_alignments/F01/Session1/wav_headMic/0076.TextGrid|data/forced_alignments/F01/Session1/0076.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/76.TextGrid|data/forced_alignments/F01/Session1/76.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0076.TextGrid
F01,Session1,77,F01_Session1_0077.npy,data/forced_alignments/F01/Session1/wav_headMic/0077.TextGrid|data/forced_alignments/F01/Session1/0077.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/77.TextGrid|data/forced_alignments/F01/Session1/77.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0077.TextGrid
F01,Session1,78,F01_Session1_0078.npy,data/forced_alignments/F01/Session1/wav_headMic/0078.TextGrid|data/forced_alignments/F01/Session1/0078.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/78.TextGrid|data/forced_alignments/F01/Session1/78.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0078.TextGrid
F01,Session1,79,F01_Session1_0079.npy,data/forced_alignments/F01/Session1/wav_headMic/0079.TextGrid|data/forced_alignments/F01/Session1/0079.TextGrid|data/forced_alignments/F01/Session1/wav_headMic/79.TextGrid|data/forced_alignments/F01/Session1/79.TextGrid|data/forced_alignments/data/torgo_raw/F01/Session1/wav_headMic/0079.TextGrid
